"RecordedDate","LocationLatitude","LocationLongitude","UserLanguage","occ","occ_3_TEXT","Q52_Page_Submit","Q53_Page_Submit","mani_1","mani_2","mani_3","quit_1","quit_2","quit_3","year_1","month_1","found","coown","indu","indu_7_TEXT","locat","age_1","gender","edu","edu_6_TEXT","exp_cond"
2021-05-05 21:38:29,"51.49639892578125","-0.122406005859375","EN",2,"",49.939,NA,2,1,1,1,1,1,26,4,1,1,3,"",185,34,1,3,"",1
2021-05-05 21:38:46,"51.1448974609375","1.3018951416015625","EN",1,"",22.711,NA,4,1,1,2,1,2,30,12,1,2,7,"personal care",185,31,2,3,"",1
2021-05-05 21:38:52,"52.3961944580078125","-1.9333953857421875","EN",2,"",29.429,NA,3,1,1,1,2,1,3,12,1,1,2,"",185,20,2,4,"",1
2021-05-05 21:39:00,"53.570098876953125","-1.7863006591796875","EN",1,"",23.339,NA,2,1,1,2,2,2,4,9,1,1,7,"Arts",185,31,2,2,"",1
2021-05-05 21:39:08,"54.6551055908203125","-3.370697021484375","EN",1,"",NA,54.033,4,4,5,3,2,2,19,9,1,1,1,"",185,31,2,4,"",2
2021-05-05 21:39:30,"51.4037933349609375","-0.2346038818359375","EN",2,"",24.927,NA,2,1,1,1,2,2,8,6,1,1,7,"arts",185,10,2,4,"",1
2021-05-05 21:39:47,"53.512298583984375","-2.314300537109375","EN",1,"",21.324,NA,3,1,1,1,1,1,13,8,1,1,1,"",185,21,2,3,"",1
2021-05-05 21:40:24,"50.5258941650390625","-3.6165008544921875","EN",2,"",NA,24.959,5,5,5,3,3,4,12,5,1,1,7,"culture",185,NA,2,4,"",2
2021-05-05 21:40:44,"51.480499267578125","-0.174102783203125","EN",2,"",NA,50.539,5,5,5,4,2,1,4,10,1,1,1,"",185,39,2,4,"",2
2021-05-05 21:40:58,"53.4499969482421875","-2.783294677734375","EN",1,"",21.054,NA,2,2,2,2,3,2,3,3,1,1,1,"",185,36,1,2,"",1
2021-05-05 21:41:47,"52.92340087890625","-1.472503662109375","EN",1,"",NA,26.619,5,4,5,3,4,4,3,1,1,1,1,"",185,2,1,3,"",2
2021-05-05 21:41:56,"53.25579833984375","-1.42919921875","EN",1,"",48.401,NA,4,1,2,1,2,3,4,10,1,1,3,"",185,37,2,5,"",1
2021-05-05 21:42:01,"53.7881011962890625","-1.600799560546875","EN",1,"",53.056,NA,2,1,1,1,2,2,4,4,1,1,4,"",185,18,1,4,"",1
2021-05-05 21:42:24,"53.7035064697265625","-1.4795989990234375","EN",1,"",81.409,NA,2,1,1,1,1,1,23,8,1,1,1,"",185,40,1,2,"",1
2021-05-05 21:43:18,"53.5915069580078125","-2.393096923828125","EN",2,"",61.409,NA,2,1,1,1,1,1,7,5,1,2,4,"",185,12,1,3,"",1
2021-05-05 21:43:26,"53.936798095703125","-1.746795654296875","EN",1,"",NA,23.876,5,5,5,2,4,4,16,2,1,1,1,"",185,57,2,3,"",2
2021-05-05 21:44:34,"54.011993408203125","-1.043701171875","EN",1,"",NA,28.286,4,4,4,2,2,2,6,2,1,1,2,"",185,5,1,4,"",2
2021-05-05 21:44:39,"51.50140380859375","-0.20159912109375","EN",3,"Student",28.233,NA,4,1,1,2,1,2,4,3,1,1,4,"",185,10,2,4,"",1
2021-05-05 21:44:40,"51.887298583984375","0.863800048828125","EN",2,"",NA,28.67,5,5,5,5,5,5,2,8,1,1,7,"Travel & Tourism",185,22,2,2,"",2
2021-05-05 21:44:48,"53.3887939453125","-2.3428955078125","EN",2,"",NA,29.185,4,4,4,4,4,3,2,2,1,1,1,"",185,25,2,4,"",2
2021-05-05 21:45:10,"52.811492919921875","-0.875701904296875","EN",2,"",36.149,NA,1,1,1,1,1,1,8,11,1,1,5,"",185,31,1,4,"",1
2021-05-05 21:45:15,"28.9618072509765625","-13.54730224609375","EN",1,"",NA,30.073,5,5,5,4,4,3,22,9,1,1,2,"",163,31,2,5,"",2
2021-05-05 21:45:25,"53.047698974609375","-2.3780059814453125","EN",2,"",NA,21.483,5,5,5,3,4,4,7,10,1,1,3,"",185,38,2,4,"",2
2021-05-05 21:45:32,"51.5095062255859375","-0.0955047607421875","EN",1,"",23.218,NA,3,3,2,3,4,2,5,1,1,1,1,"",185,22,1,4,"",1
2021-05-05 21:45:38,"50.827301025390625","-0.4886932373046875","EN",1,"",NA,23.82,5,5,5,3,4,3,21,2,1,1,4,"",185,34,2,4,"",2
2021-05-05 21:46:19,"50.915802001953125","-1.360107421875","EN",2,"",279.767,NA,3,2,2,2,2,2,3,9,1,2,4,"",185,12,2,2,"",1
2021-05-05 21:46:30,"51.4501953125","-2.650299072265625","EN",1,"",NA,48.001,4,4,5,4,4,5,15,9,1,1,1,"",185,38,1,2,"",2
2021-05-05 21:46:47,"52.6923065185546875","-1.822601318359375","EN",1,"",NA,29.954,4,4,5,2,3,3,20,12,1,1,3,"",185,29,2,4,"",2
2021-05-05 21:46:54,"51.5758056640625","0.1298980712890625","EN",1,"",NA,37.901,5,5,5,5,5,5,9,12,1,2,7,"Education",185,23,1,4,"",2
2021-05-05 21:47:20,"53.7881011962890625","-1.600799560546875","EN",2,"",29.858,NA,2,1,1,2,1,1,5,2,1,1,3,"",185,27,2,4,"",1
2021-05-05 21:47:47,"52.89959716796875","-1.271392822265625","EN",2,"",22.539,NA,2,4,3,3,4,4,16,12,1,2,3,"",185,15,1,3,"",1
2021-05-05 21:48:22,"54.5435028076171875","-0.98809814453125","EN",1,"",NA,21.221,4,5,5,3,4,4,47,6,2,2,7,"hospitality",185,26,1,4,"",2
2021-05-05 21:49:00,"52.1072998046875","-0.46490478515625","EN",2,"",NA,21.131,5,5,5,3,3,3,8,3,1,1,2,"",185,31,1,4,"",2
2021-05-05 21:49:02,"51.72509765625","-3.36419677734375","EN",1,"",57.031,NA,3,1,1,1,1,1,8,11,1,1,7,"personal services",185,12,2,2,"",1
2021-05-05 21:49:09,"52.2834930419921875","-0.8950958251953125","EN",1,"",22.968,NA,4,1,1,1,1,2,3,10,1,1,2,"",185,34,2,4,"",1
2021-05-05 21:49:46,"51.1273956298828125","1.2924957275390625","EN",2,"",21.601,NA,1,1,1,1,1,1,7,6,1,1,4,"",185,19,1,4,"",1
2021-05-05 21:49:57,"51.022705078125","-2.442596435546875","EN",1,"",NA,32.009,5,5,5,3,4,4,17,1,1,1,7,"BEAUTY",185,35,2,3,"",2
2021-05-05 21:50:04,"52.3957977294921875","-1.4795989990234375","EN",1,"",21.082,NA,2,1,1,1,1,1,5,9,1,1,3,"",185,28,2,5,"",1
2021-05-05 21:50:37,"53.50250244140625","-2.379302978515625","EN",2,"",NA,51.256,3,5,5,5,3,3,3,4,2,2,2,"",185,27,2,3,"",2
2021-05-05 21:50:40,"51.403594970703125","-0.7617950439453125","EN",1,"",28.275,NA,1,1,1,1,2,1,8,9,1,1,7,"transportation",185,25,2,4,"",1
2021-05-05 21:50:45,"54.9029998779296875","-1.7248992919921875","EN",1,"",21.978,NA,3,1,1,1,1,1,4,8,1,1,4,"",187,25,2,4,"",1
2021-05-05 21:51:01,"50.4380950927734375","-4.0829925537109375","EN",1,"",32.509,NA,2,1,1,1,1,1,4,4,1,1,1,"",185,16,2,4,"",1
2021-05-05 21:51:12,"51.7799072265625","0.2711944580078125","EN",2,"",NA,24.178,5,5,5,2,2,1,25,11,1,1,2,"",185,33,1,4,"",2
2021-05-05 21:51:58,"52.4098968505859375","-1.8141021728515625","EN",2,"",NA,58.518,5,5,5,4,4,2,2,11,1,2,4,"",185,7,2,3,"",2
2021-05-05 21:52:12,"51.81640625","-0.3572998046875","EN",1,"",63.717,NA,2,2,2,2,1,2,4,11,1,2,1,"",185,16,2,4,"",1
2021-05-05 21:52:14,"50.9972991943359375","-0.1053009033203125","EN",1,"",26.133,NA,4,1,2,1,1,1,17,6,1,1,2,"",185,31,1,4,"",1
2021-05-05 21:52:18,"51.3986053466796875","-3.2790985107421875","EN",2,"",31.801,NA,3,1,1,1,1,1,5,1,1,1,7,"service",185,16,2,4,"",1
2021-05-05 21:53:20,"52.044403076171875","1.1273040771484375","EN",2,"",25.814,NA,3,4,5,4,4,4,4,6,1,1,4,"",185,33,2,2,"",1
2021-05-05 21:53:43,"52.0435028076171875","1.1842041015625","EN",2,"",NA,23.032,4,5,5,4,5,4,4,6,1,1,3,"",185,8,1,4,"",2
2021-05-05 21:54:34,"51.6674041748046875","-0.61480712890625","EN",2,"",25.28,NA,4,2,1,1,1,1,3,3,1,2,4,"",185,15,1,4,"",1
2021-05-05 21:54:52,"55.5529022216796875","-4.6613006591796875","EN",1,"",NA,22.274,4,5,5,5,4,5,9,1,1,1,7,"art",185,25,2,4,"",2
2021-05-05 21:54:58,"54.9958038330078125","-1.689697265625","EN",1,"",126.226,NA,1,1,1,1,1,1,9,4,1,1,1,"",185,13,1,4,"",1
2021-05-05 21:55:03,"54.536895751953125","-1.04400634765625","EN",2,"",21.34,NA,4,1,1,1,1,1,4,8,1,1,4,"",185,23,2,4,"",1
2021-05-05 21:55:09,"54.5395965576171875","-5.975006103515625","EN",1,"",NA,47.093,5,5,5,5,4,5,11,2,1,1,7,"Hairdressing",185,12,2,6,"College",2
2021-05-05 21:55:43,"56.5823974609375","-2.9929046630859375","EN",2,"",NA,23.607,2,3,4,2,3,2,20,7,2,2,1,"",185,18,1,4,"",2
2021-05-05 21:56:26,"55.043701171875","-1.5001983642578125","EN",3,"retired business owner",22.294,NA,2,1,1,1,1,1,24,10,1,1,7,"Financial Services",185,46,1,3,"",1
2021-05-05 21:56:31,"52.299102783203125","-0.6941986083984375","EN",1,"",NA,27.341,5,5,5,1,1,1,23,9,1,1,3,"",185,38,2,6,"Masters",2
2021-05-05 21:57:27,"52.9994049072265625","-1.131805419921875","EN",1,"",21.419,NA,5,1,1,1,1,2,5,3,1,1,2,"",185,10,1,4,"",1
2021-05-05 21:58:05,"54.2527008056640625","20.812103271484375","EN",1,"",NA,41.347,3,4,4,3,4,3,3,5,1,2,1,"",185,4,1,3,"",2
2021-05-05 21:58:58,"51.6667022705078125","-3.887603759765625","EN",1,"",21.654,NA,4,2,1,1,1,4,2,2,1,1,4,"",185,23,3,4,"",1
2021-05-05 21:59:13,"51.252105712890625","-0.7295074462890625","EN",2,"",NA,22.508,4,5,5,4,4,4,7,3,1,2,7,"Selling antiques and second hand goods.",185,28,2,4,"",2
2021-05-05 21:59:14,"55.96319580078125","-3.2545928955078125","EN",1,"",26.919,NA,2,1,1,4,2,3,2,4,1,1,1,"",185,36,2,4,"",1
2021-05-05 21:59:24,"51.797698974609375","-2.43060302734375","EN",1,"",NA,24.967,4,5,5,4,3,3,4,9,1,1,3,"",185,12,2,4,"",2
2021-05-05 21:59:30,"52.136505126953125","-1.7859954833984375","EN",2,"",NA,30.733,4,4,5,2,4,2,3,2,1,1,3,"",185,9,1,4,"",2
2021-05-05 21:59:55,"51.797698974609375","-2.43060302734375","EN",1,"",NA,32.906,5,4,5,3,2,1,7,8,1,2,7,"Catering Services",185,42,1,4,"",2
2021-05-05 22:00:01,"55.9488983154296875","-3.1631927490234375","EN",1,"",NA,21.01,4,5,5,1,2,2,8,6,1,1,3,"",185,13,1,4,"",2
2021-05-05 22:00:29,"51.7657012939453125","-1.279693603515625","EN",1,"",21.377,NA,1,1,1,1,1,1,10,11,1,2,7,"Hospitality",185,14,1,4,"",1
2021-05-05 22:00:43,"53.576904296875","-2.718505859375","EN",1,"",24.946,NA,1,1,1,1,1,1,6,11,1,1,7,"Training",185,16,1,4,"",1
2021-05-05 22:00:45,"52.8939971923828125","-1.4235992431640625","EN",2,"",112.266,NA,2,2,1,1,1,1,35,10,1,1,1,"",185,16,1,2,"",1
2021-05-05 22:01:23,"51.00750732421875","-3.10150146484375","EN",1,"",NA,31.208,5,5,5,4,4,4,3,5,1,1,7,"Entertainment Industry/ Video Production",185,10,1,4,"",2
2021-05-05 22:02:33,"51.49969482421875","-0.468902587890625","EN",1,"",NA,43.757,4,4,4,4,5,4,5,4,1,1,1,"",185,19,1,4,"",2
2021-05-05 22:02:51,"54.1165924072265625","-3.2350006103515625","EN",2,"",NA,45.169,5,5,5,3,4,3,10,7,1,2,7,"Outdoor pursuits",185,42,1,3,"",2
2021-05-05 22:04:52,"52.193206787109375","0.1425933837890625","EN",1,"",NA,34.091,4,5,5,4,4,4,5,7,1,1,7,"Consultancy",185,23,1,4,"",2
2021-05-05 22:05:52,"53.3809051513671875","-3.098602294921875","EN",2,"",NA,50.709,5,5,5,4,4,5,7,12,1,1,1,"",185,14,1,2,"",2
2021-05-05 22:08:24,"52.7176055908203125","1.7003936767578125","EN",1,"",129.067,NA,1,1,1,1,1,1,17,10,1,1,4,"",185,33,1,2,"",1
2021-05-05 22:21:14,"53.115997314453125","-3.039703369140625","EN",1,"",NA,56.722,5,5,5,4,3,4,40,4,1,1,4,"",185,22,2,4,"",2
2021-05-05 22:27:05,"55.86700439453125","-4.2621002197265625","EN",2,"",90.599,NA,2,2,2,1,1,1,3,6,1,1,1,"",185,13,2,4,"",1
2021-05-05 22:29:46,"51.276702880859375","0.1840057373046875","EN",2,"",NA,21.797,3,4,4,3,4,3,5,8,1,2,7,"Arts",185,20,1,4,"",2
2021-05-05 22:37:48,"51.737701416015625","-1.2053985595703125","EN",1,"",21.22,NA,1,1,1,1,2,1,6,9,2,1,7,"Sport",185,15,1,4,"",1
