"T1ID","T1occ","T1occ_3_TEXT","T1finstrain_1","T1finstrain_2","T1finstrain_3","T1quitint_1","T1quitint_2","T1quitint_3","T1concom_1","T1concom_2","T1concom_3","T1affcom_1","T1affcom_2","T1affcom_3","T1employees","T1coown","T1indu","T1indu_7_TEXT","T1locat","T1age_1","T1gender","T1lang","T1lang_2_TEXT","T1edu","T1edu_6_TEXT","T1PROLIFIC_PID","ID","T1timebuiss","T2occ","T2occ_3_TEXT","T2quit","T2quitfinstrain","T2quitfinstrain_3_TEXT","T2currententre","T2finstrain_1","T2finstrain_2","T2finstrain_3","T2quitint_1","T2quitint_2","T2quitint_3","T2concom_1","T2concom_2","T2concom_3","T2affcom_1","T2affcom_2","T2affcom_3"
"5ff32b1fb1111683f97a51b1",1,"",5,5,5,4,4,3,1,2,1,5,5,5,2,1,7,"Events",185,20,2,1,"",4,"","5ff32b1fb1111683f97a51b1",380,943,1,"",1,NA,"",NA,4,4,5,4,2,1,2,2,5,5,4,4
"60b0f0950a4ec0e7d36c4229",2,"",3,3,4,2,2,3,3,4,4,4,5,4,2,1,4,"",185,29,1,1,"",6,"College","60b0f0950a4ec0e7d36c4229",381,578,2,"",1,NA,"",NA,3,2,2,2,1,1,3,4,4,4,5,4
"6075cf6a32bc258a1bb6eac8",1,"",2,2,2,2,2,1,2,2,4,5,5,4,1,1,2,"",185,44,2,1,"",4,"","6075cf6a32bc258a1bb6eac8",382,1216,1,"",1,NA,"",NA,4,4,4,1,1,1,3,4,4,5,5,4
"5c7093155ba5060001ce5f1a",1,"",5,5,5,4,3,2,4,5,4,2,2,2,2,1,7,"Arts",185,35,2,1,"",3,"","5c7093155ba5060001ce5f1a",383,5265,1,"",1,NA,"",NA,4,4,4,3,2,2,5,5,5,3,2,2
"5efc91b5d210d904e37b255f",1,"",4,4,4,3,2,2,4,3,4,4,4,4,2,2,3,"",185,41,2,1,"",4,"","5efc91b5d210d904e37b255f",384,1339,1,"",1,NA,"",NA,4,4,3,2,2,2,3,4,4,4,4,3
"5bb7c0a64eae9c0001085b15",2,"",5,4,4,5,5,5,2,4,4,2,5,2,2,1,2,"",185,54,1,1,"",4,"","5bb7c0a64eae9c0001085b15",386,3014,2,"",1,NA,"",NA,5,4,4,4,3,2,5,5,4,3,5,3
"5f25ae44546c5a26eabe8a14",1,"",5,4,4,1,1,1,2,2,4,5,5,5,2,1,4,"",185,25,2,1,"",4,"","5f25ae44546c5a26eabe8a14",387,243,1,"",1,NA,"",NA,5,4,5,1,4,1,4,2,5,5,5,5
"5dcaa42f3f0455772b90edb3",1,"",4,2,4,1,1,1,5,5,5,5,5,5,2,1,7,"photography and videography",185,35,2,1,"",4,"","5dcaa42f3f0455772b90edb3",388,701,1,"",1,NA,"",NA,4,1,2,1,1,1,4,4,5,5,5,3
"5e7de19084be86013c19c6c9",1,"",4,2,2,1,1,1,2,4,2,5,5,5,1,2,2,"",185,50,1,1,"",2,"","5e7de19084be86013c19c6c9",390,8736,1,"",1,NA,"",NA,4,2,2,1,1,1,5,5,5,5,5,4
"5c9bd1c1a586fd00014d5dad",2,"",4,3,3,4,5,2,1,2,2,2,4,2,2,1,4,"",185,53,2,1,"",3,"","5c9bd1c1a586fd00014d5dad",392,4383,2,"",1,NA,"",NA,5,1,4,5,5,5,1,4,2,4,4,2
"5e9ac9f33b6f7d000bd35e8c",1,"",4,4,4,4,4,4,3,3,5,4,3,3,2,1,7,"retail",185,45,2,2,"russian",4,"","5e9ac9f33b6f7d000bd35e8c",393,974,1,"",1,NA,"",NA,5,5,5,5,4,4,3,3,4,4,2,3
"60b3a4a2da99cec56c93cc61",2,"",4,3,3,2,4,1,5,4,4,3,5,4,2,1,1,"",185,21,1,1,"",4,"","60b3a4a2da99cec56c93cc61",395,1492,2,"",1,NA,"",NA,2,3,3,2,4,3,3,2,3,4,5,4
"5d7a1fce27fb8a000196993e",1,"",2,1,2,1,1,1,2,2,3,3,5,3,2,1,2,"",185,45,1,1,"",4,"","5d7a1fce27fb8a000196993e",396,2922,1,"",1,NA,"",NA,1,1,1,1,2,1,4,4,5,4,5,4
"60a7fc9f2e6ed59cd491d117",2,"",3,2,4,2,3,2,2,3,2,4,4,3,2,1,4,"",185,20,2,1,"",3,"","60a7fc9f2e6ed59cd491d117",397,182,2,"",1,NA,"",NA,4,4,5,4,4,1,2,1,1,4,4,3
"6072f8908ca848cb61dcce5d",2,"",4,2,2,1,1,1,2,4,4,5,5,5,2,1,4,"",185,26,2,1,"",4,"","6072f8908ca848cb61dcce5d",398,365,2,"",1,NA,"",NA,5,2,3,1,1,1,2,3,5,5,5,5
"606d9d5f81db20f2025776a5",2,"",3,2,2,2,1,1,2,2,3,5,5,5,2,1,1,"",185,23,1,1,"",3,"","606d9d5f81db20f2025776a5",399,396,2,"",1,NA,"",NA,2,4,4,2,2,2,4,2,2,4,4,4
"5ea6f14cf0ff0709b0331957",2,"",4,3,2,4,2,2,5,5,4,4,4,3,2,1,3,"",185,25,2,1,"",4,"","5ea6f14cf0ff0709b0331957",400,1035,2,"",1,NA,"",NA,4,2,4,2,1,1,4,5,5,4,5,2
"5f2022e9b0c712068b39881d",1,"",2,3,4,2,2,2,3,4,4,3,4,4,1,1,6,"",185,44,1,1,"",3,"","5f2022e9b0c712068b39881d",401,2039,1,"",1,NA,"",NA,4,4,4,3,2,2,2,4,4,3,3,4
"5bfac2001cd5430001fc7aa1",2,"",4,3,2,4,2,1,3,1,2,5,5,4,2,2,1,"",185,23,1,1,"",4,"","5bfac2001cd5430001fc7aa1",403,2649,2,"",1,NA,"",NA,2,1,1,2,2,1,2,4,3,4,5,2
"60394fde95a5a03dcc668c4b",1,"",4,4,4,1,1,1,5,4,4,4,4,4,1,1,3,"",185,27,2,1,"",4,"","60394fde95a5a03dcc668c4b",404,1704,2,"",1,NA,"",NA,2,1,1,1,1,1,3,2,2,5,5,5
"5bad16bfd0e97100013f49ad",1,"",4,1,3,4,2,1,5,5,5,5,5,4,1,2,7,"Fine art restoration",185,47,1,1,"",5,"","5bad16bfd0e97100013f49ad",406,7032,1,"",1,NA,"",NA,5,4,5,3,3,2,5,5,5,3,3,3
"5f10cd0c754b8215375f280e",2,"",2,1,2,2,2,1,2,4,4,4,5,4,2,1,3,"",185,41,2,1,"",4,"","5f10cd0c754b8215375f280e",408,3623,2,"",1,NA,"",NA,4,2,2,2,3,1,2,2,4,4,4,4
"5ea980e8a5e7d908472c2fb0",2,"",4,1,3,1,1,1,2,4,4,5,5,5,2,1,3,"",185,30,1,1,"",4,"","5ea980e8a5e7d908472c2fb0",412,517,1,"",1,NA,"",NA,5,5,3,1,1,1,2,4,5,5,5,5
"5f78bc3b76442d48e213c868",2,"",3,3,3,4,3,3,3,4,4,3,3,3,2,1,3,"",185,30,2,1,"",4,"","5f78bc3b76442d48e213c868",413,151,2,"",1,NA,"",NA,3,3,4,4,4,4,2,5,4,3,4,2
"5a496776f7b7bc00014e1150",1,"",3,2,2,2,4,2,3,5,5,4,5,4,2,1,7,"counselling",185,65,2,1,"",4,"","5a496776f7b7bc00014e1150",418,5540,1,"",1,NA,"",NA,3,1,3,4,5,2,3,5,5,5,5,4
"5fa5c9d4043d821639815eeb",2,"",3,2,3,1,2,1,5,3,3,3,4,3,2,1,7,"Handmade craft",185,27,2,1,"",3,"","5fa5c9d4043d821639815eeb",420,426,2,"",1,NA,"",NA,5,2,4,4,3,3,4,3,3,3,4,3
"5e852ca6fdad8f11511558a1",1,"",3,4,5,3,2,1,4,5,5,5,5,5,2,1,4,"",185,35,2,2,"Russian",3,"","5e852ca6fdad8f11511558a1",421,31,2,"",1,NA,"",NA,5,5,5,1,2,1,5,4,5,5,5,5
"604a06acf362ce3bbf7b5106",2,"",5,2,2,3,4,2,5,5,5,5,4,4,1,2,4,"",185,29,1,1,"",4,"","604a06acf362ce3bbf7b5106",424,1492,2,"",1,NA,"",NA,4,2,4,3,3,2,4,5,5,4,5,4
"5e55385c54a6e7538c5bb520",1,"",3,4,4,1,1,1,3,2,2,5,5,5,2,1,7,"Arts",185,23,2,1,"",4,"","5e55385c54a6e7538c5bb520",430,882,1,"",1,NA,"",NA,4,5,5,2,3,1,2,3,3,4,5,5
"606f3f493aaf55785016c33c",1,"",4,4,3,1,1,1,2,2,3,3,5,3,2,1,1,"",185,31,1,2,"Polish",4,"","606f3f493aaf55785016c33c",431,1461,1,"",1,NA,"",NA,4,4,3,4,4,4,3,4,4,4,4,2
"5af6e439672ea800010d4e92",1,"",4,3,3,1,1,1,4,4,5,5,5,4,1,2,5,"",185,48,1,1,"",5,"","5af6e439672ea800010d4e92",433,4261,1,"",1,NA,"",NA,4,1,1,3,1,1,2,1,3,5,5,4
"54cc8b23fdf99b28036e2467",1,"",1,1,1,1,1,1,4,4,4,5,5,4,2,1,4,"",185,45,2,1,"",4,"","54cc8b23fdf99b28036e2467",434,4718,2,"",1,NA,"",NA,4,2,2,1,1,1,4,4,4,5,4,5
"5b04a22ea496b300013d9409",2,"",2,2,3,1,1,1,4,2,5,4,5,4,2,1,7,"Entertainment and Arts",185,34,2,2,"French",4,"","5b04a22ea496b300013d9409",436,2435,2,"",1,NA,"",NA,3,3,4,1,1,1,5,3,5,4,5,4
"5f1adce0f8b30e24d3357956",1,"",5,3,5,2,2,2,4,2,4,4,4,4,2,1,3,"",185,42,2,1,"",4,"","5f1adce0f8b30e24d3357956",437,1978,1,"",1,NA,"",NA,5,3,4,4,1,1,4,4,5,3,4,4
"5e5da071a983550c8253c97e",2,"",4,2,5,1,1,1,4,3,3,5,4,4,2,2,7,"Sports Coaching",185,36,2,1,"",4,"","5e5da071a983550c8253c97e",439,517,2,"",1,NA,"",NA,2,1,2,1,1,1,3,1,1,4,5,4
"5ff57133a4d824d6e794ab48",2,"",4,3,3,3,2,1,2,3,2,5,4,5,2,1,2,"",185,42,1,1,"",3,"","5ff57133a4d824d6e794ab48",441,2009,1,"",1,NA,"",NA,4,3,3,1,1,1,5,5,5,5,5,5
"5a136e2a7ecfc50001be1e04",2,"",4,2,2,1,1,1,5,4,4,4,5,4,2,1,7,"Wellbeing",185,37,2,1,"",3,"","5a136e2a7ecfc50001be1e04",442,426,1,"",1,NA,"",NA,2,1,2,1,1,1,5,1,5,5,5,5
"602da4b0977e1185851058c3",2,"",4,2,2,4,4,4,2,2,2,4,5,4,2,2,3,"",185,41,2,1,"",4,"","602da4b0977e1185851058c3",445,1461,2,"",1,NA,"",NA,4,2,2,4,3,3,4,1,1,4,5,4
"5e6003da868950348ea8cdec",1,"",5,3,3,1,1,1,5,5,5,5,5,4,2,1,4,"",185,40,1,1,"",2,"","5e6003da868950348ea8cdec",446,4018,1,"",1,NA,"",NA,5,3,4,1,1,1,5,5,5,5,5,4
"5ec03e8e7f33430fc96f8779",1,"",1,1,1,1,1,1,5,4,5,5,5,5,1,1,3,"",185,40,2,1,"",4,"","5ec03e8e7f33430fc96f8779",447,1339,1,"",1,NA,"",NA,4,2,4,1,2,1,5,1,4,5,5,4
"5a031384fe645f0001e9ea24",1,"",4,3,4,2,1,1,4,4,5,4,5,4,2,2,6,"",185,58,1,1,"",4,"","5a031384fe645f0001e9ea24",448,396,1,"",1,NA,"",NA,4,4,4,2,1,1,3,4,4,3,4,3
"59561e8bbc4d1c00015c613e",2,"",4,2,2,2,2,2,4,4,4,4,4,4,2,2,3,"",185,53,1,1,"",4,"","59561e8bbc4d1c00015c613e",450,4049,2,"",1,NA,"",NA,4,2,3,2,2,2,4,4,4,4,4,4
"594ea461c6a70f00010aaa8d",1,"",3,2,2,1,2,1,3,3,3,4,5,4,1,2,7,"Tourism",185,53,2,1,"",4,"","594ea461c6a70f00010aaa8d",451,3348,2,"",1,NA,"",NA,2,2,2,2,2,2,3,4,3,4,4,4
"5c56550e54f9d30001db7f50",1,"",1,1,1,1,1,1,1,2,1,5,5,5,2,1,1,"",185,34,1,1,"",4,"","5c56550e54f9d30001db7f50",452,4230,1,"",1,NA,"",NA,2,1,1,1,4,1,2,2,2,4,4,3
"5f8aa207fb62d0000838847c",1,"",3,2,2,1,1,1,3,3,3,5,5,4,2,1,3,"",185,44,1,1,"",4,"","5f8aa207fb62d0000838847c",453,2070,1,"",1,NA,"",NA,3,3,4,3,3,3,3,3,3,3,3,3
"609d423212fe864c8c64e472",2,"",3,1,2,2,2,1,2,3,2,3,5,4,2,1,7,"Hospitality",185,53,1,1,"",4,"","609d423212fe864c8c64e472",454,11201,1,"",1,NA,"",NA,2,4,4,2,2,2,5,5,5,3,5,4
"5eccd444d068808c695c2ea5",1,"",5,4,5,1,1,1,5,5,5,2,2,3,2,1,1,"",185,37,1,2,"TURKISH",6,"MASTERS DEGREE","5eccd444d068808c695c2ea5",456,4656,2,"",1,NA,"",NA,4,5,5,2,3,3,3,3,5,3,2,2
"5f8d8af5eadf4d08f6c460f3",1,"",3,3,4,1,2,1,4,4,3,4,4,3,2,1,1,"",185,36,1,1,"",3,"","5f8d8af5eadf4d08f6c460f3",458,13180,1,"",1,NA,"",NA,5,4,4,1,2,2,3,2,4,5,5,4
"59142b45ef024b0001c54c33",1,"",2,1,1,1,1,1,2,2,4,5,5,4,2,1,3,"",185,41,2,1,"",4,"","59142b45ef024b0001c54c33",459,4748,1,"",1,NA,"",NA,4,2,4,4,2,2,4,5,4,4,4,3
"5db07d0f3b276c00161dc217",1,"",3,2,3,1,1,1,5,5,5,5,5,5,2,1,1,"",185,29,1,1,"",4,"","5db07d0f3b276c00161dc217",461,851,1,"",1,NA,"",NA,2,2,2,2,2,2,4,4,4,5,5,5
"6022b0de6c4c7f02da8bb9e4",1,"",1,1,1,2,2,1,2,1,5,5,3,5,2,1,7,"Courier and delivery",185,25,1,1,"",4,"","6022b0de6c4c7f02da8bb9e4",462,1127,1,"",1,NA,"",NA,4,1,2,3,3,2,1,1,1,4,5,2
"5c60adb9c9735b00010d0d1b",1,"",3,4,4,1,1,1,5,5,5,5,5,5,2,1,3,"",185,39,2,1,"",4,"","5c60adb9c9735b00010d0d1b",463,1400,1,"",1,NA,"",NA,4,4,4,3,1,1,5,5,5,5,5,4
"5ea03a16920135000cca59f7",1,"",4,4,4,1,1,1,4,4,5,4,5,4,1,1,3,"",185,51,2,1,"",4,"","5ea03a16920135000cca59f7",464,2039,1,"",1,NA,"",NA,4,4,4,2,1,1,5,5,5,4,4,4
"5e9027110aacc7320bd9a84b",1,"",4,4,5,2,2,1,4,4,3,4,5,3,2,1,1,"",185,64,2,1,"",4,"","5e9027110aacc7320bd9a84b",465,8552,1,"",1,NA,"",NA,4,3,4,4,4,1,2,3,2,4,4,3
"6064e1c6937a1522e2291eb0",2,"",3,4,4,1,1,1,4,3,4,5,5,5,2,1,4,"",185,33,1,2,"Greek",4,"","6064e1c6937a1522e2291eb0",466,1004,2,"",1,NA,"",NA,2,2,2,1,2,1,5,2,4,5,5,5
"60a2f80388da8582bf12995f",2,"",5,2,4,4,4,2,2,4,5,4,1,4,2,1,3,"",185,36,1,1,"",4,"","60a2f80388da8582bf12995f",468,457,2,"",1,NA,"",NA,5,4,4,4,3,2,2,4,4,4,4,2
"6094cc2deb3209eb991a7a3f",1,"",5,4,4,1,1,1,4,4,3,2,5,4,2,1,6,"",185,44,1,1,"",4,"","6094cc2deb3209eb991a7a3f",469,61,1,"",1,NA,"",NA,4,4,5,2,2,2,4,4,2,3,4,3
"5f0ddc22e8572609f83725d4",1,"",5,5,5,1,2,1,4,4,5,3,4,4,2,1,7,"Arts/Entertainment",185,33,1,1,"",4,"","5f0ddc22e8572609f83725d4",470,1035,1,"",1,NA,"",NA,5,5,5,2,2,2,4,2,5,4,5,4
